"","Fecha","AVELAR P DO ALFERES(83049)_PrecipitacaoTotal","AVELAR P DO ALFERES(83049)_TempMaximaMedia","AVELAR P DO ALFERES(83049)_TempMinimaMedia","AVELAR P DO ALFERES(83049)_UmidadeRelativaMedia","BENTO GONCALVES(83941)_PrecipitacaoTotal","BENTO GONCALVES(83941)_TempMaximaMedia","BENTO GONCALVES(83941)_TempMinimaMedia","BENTO GONCALVES(83941)_UmidadeRelativaMedia","CAMPOS NOVOS(83887)_PrecipitacaoTotal","CAMPOS NOVOS(83887)_TempMaximaMedia","CAMPOS NOVOS(83887)_TempMinimaMedia","CAMPOS NOVOS(83887)_UmidadeRelativaMedia","CHAPECO(83883)_PrecipitacaoTotal","CHAPECO(83883)_TempMaximaMedia","CHAPECO(83883)_TempMinimaMedia","CHAPECO(83883)_UmidadeRelativaMedia","CRUZ ALTA(83912)_PrecipitacaoTotal","CRUZ ALTA(83912)_TempMaximaMedia","CRUZ ALTA(83912)_TempMinimaMedia","CRUZ ALTA(83912)_UmidadeRelativaMedia","CRUZ DAS ALMAS(83222)_PrecipitacaoTotal","CRUZ DAS ALMAS(83222)_TempMaximaMedia","CRUZ DAS ALMAS(83222)_TempMinimaMedia","CRUZ DAS ALMAS(83222)_UmidadeRelativaMedia","GUARULHOS(83075)_PrecipitacaoTotal","GUARULHOS(83075)_TempMaximaMedia","GUARULHOS(83075)_TempMinimaMedia","GUARULHOS(83075)_UmidadeRelativaMedia","IRAI(83881)_PrecipitacaoTotal","IRAI(83881)_TempMaximaMedia","IRAI(83881)_TempMinimaMedia","IRAI(83881)_UmidadeRelativaMedia","IRATI(83836)_PrecipitacaoTotal","IRATI(83836)_TempMaximaMedia","IRATI(83836)_TempMinimaMedia","IRATI(83836)_UmidadeRelativaMedia","IVAI(83811)_PrecipitacaoTotal","IVAI(83811)_TempMaximaMedia","IVAI(83811)_TempMinimaMedia","IVAI(83811)_UmidadeRelativaMedia","LONDRINA(83766)_PrecipitacaoTotal","LONDRINA(83766)_TempMaximaMedia","LONDRINA(83766)_TempMinimaMedia","LONDRINA(83766)_UmidadeRelativaMedia","PORTO ALEGRE(83967)_PrecipitacaoTotal","PORTO ALEGRE(83967)_TempMaximaMedia","PORTO ALEGRE(83967)_TempMinimaMedia","PORTO ALEGRE(83967)_UmidadeRelativaMedia","SANTA MARIA(83936)_PrecipitacaoTotal","SANTA MARIA(83936)_TempMaximaMedia","SANTA MARIA(83936)_TempMinimaMedia","SANTA MARIA(83936)_UmidadeRelativaMedia","SAO LUIZ GONZAGA(83907)_PrecipitacaoTotal","SAO LUIZ GONZAGA(83907)_TempMaximaMedia","SAO LUIZ GONZAGA(83907)_TempMinimaMedia","SAO LUIZ GONZAGA(83907)_UmidadeRelativaMedia","SAO MATEUS(83550)_PrecipitacaoTotal","SAO MATEUS(83550)_TempMaximaMedia","SAO MATEUS(83550)_TempMinimaMedia","SAO MATEUS(83550)_UmidadeRelativaMedia","SAO PAULO MIR de SANTANA(83781)_PrecipitacaoTotal","SAO PAULO MIR de SANTANA(83781)_TempMaximaMedia","SAO PAULO MIR de SANTANA(83781)_TempMinimaMedia","SAO PAULO MIR de SANTANA(83781)_UmidadeRelativaMedia"
"11",2000-11-01,92.1,28.303333,17.726667,76.491667,128,24.706667,14.406667,71.066667,236.5,26.435484,15.145161,70.298387,121.2,27.733333,16.393333,65.583333,137.1,27.513333,14.88,67.633333,121.9,30.393333,21.28,78.741667,228,27.89,17.36,72.4,91.8,30.3,16.6,68.083333,76.4,25.85,14.933333,77.375,59.4,21.258065,8.583871,80.580645,201.2,22.8522572333838,18.42,72.608333,141.2,26.866667,16.75,70.558333,204.2,26.693333,15.423333,74.908333,130.4,29.416667,15.946667,64.983333,573.1,29.25,21.556667,85.541667,186,27.033333,17.853333,74.125
"12",2000-12-01,265.7,29.683871,18.787097,80.629032,207.3,26.303226,16.609677,75.516129,35,20.9804641558327,10.3857746494232,71.9262432831514,137,28.932258,18.103226,69.185484,168,28.993548,17.322581,69.322581,131.9,30.493548,21.919355,75.862903,326.7,28.725806,17.970968,72.564516,158.8,31.916129,18.890323,66.927419,162.7,27.129032,15.632258,76.524194,97.8,24.674194,11.874194,77.112903,136.1,30.905263,19.329032,73.725806,72,29.509677,19.122581,71.395161,154.2,29.890323,18.206452,71.556452,227,31.490323,18.635484,66.024194,247,30.574194,22.180645,84.274194,249.7,28.245161,18.422581,74.209677
"13",2001-01-01,139.8,31.332258,18.754839,77.508065,0,22.1783379668405,11.6280101265742,74.3976751813837,164,23.42963,12.9,72.76,136.2,27.7649436157497,13.3853561237899,75.6697677905586,68,21.1759417055735,10.3138303618509,78.7050403285677,72.1,30.135484,21.474194,78.177419,176.7,30.935484,19.53871,68.516129,132,25.2342954630565,15.8983747749392,67.8358114756783,53.2,25.2679030975674,9.55786379846964,73.7151850165585,187.4,24.22,10.52,73.291667,33.8,29.9370062174605,17.3797385674269,69.4728790554896,52,25.4382332134837,17.8660556553525,73.0612893947676,94.4,26.9770598077258,15.8064217634455,74.7443945086448,65,28.1997412343333,15.2806577782572,64.9486908164396,124.6,31.103226,22.090323,80.193548,144.2,30.245161,19.877419,70.887097
"14",2001-02-01,94.8,32.225,19.507143,77.008929,0,24.9846086275563,16.1858834886263,72.4459131619762,79.6,26.475862,15.313333,71.448276,132.4,26.880769,15.2,71.086538,202,26.833333,13.917241,72.596154,14.7,32.185714,22.382143,72.383929,236,30.332143,20.010714,73.169643,67.3,30.409524,15.926667,72.413462,135,24.907407,12.996667,72.5,137.6,28.03871,16.496774,77.274194,36,30.548148,17.066667,68.201923,129.6,26.619231,17.476667,76.16,141.6,26.944444,16.286667,78.009615,103.1,29.754545,16.57,71.038462,46.1,33.3,22.767857,77.482143,290.1,29.964286,20.160714,76
"15",2001-03-01,340.2,30.803226,17.996774,80.887097,0,27.1446852595337,15.6503399124486,72.4680258172927,98,25.942857,14.892593,72.653846,123.8,29.510345,17.67,74.767241,116,27.866667,16.183333,72.975,163.2,30.687097,22.245161,79.725806,183.4,30.403226,19.067742,71.201613,70.8,31.786207,18.213333,69.801724,130.9,26.666667,15.73,72.908333,183.3,27.376667,16.283333,77.725,122,31.455172,19.26,74.441667,135.6,27.924138,17.52,75.017241,94.5,28.085714,16.866667,76.5625,60.3,31.093103,18.14,69.801724,96.1,32.587097,22.383871,81.346774,138.5,30.016129,19.512903,72.862903
"16",2001-04-01,36.7,29.443333,16.223333,79.783333,0,29.3956822281689,17.6166198214332,79.880439071828,234,26.125806,15.725806,73.383333,87.3,29.07037,17.253571,71.403846,64,29.37037,17.278571,70.394231,53.8,29.51,21.363333,82.025,69.8,28.693333,17.726667,68.525,63.8,31.674074,18.128571,68.192308,97.3,26.421429,14.925,71.277778,148.2,28.835484,17.845161,79.064516,142.2,30.125,18.914286,74.509259,49.7,28.733333,18.896429,76.442308,71.8,29.435714,17.75,72.148148,46,31.351852,18.921429,67.826923,62.1,31.98,21.34,81.108333,32.9,28.343333,18.566667,68.066667
"17",2001-05-01,48,25.664516,13.683871,82.75,135.8,26.922581,17.519355,70.6679457989145,125.4,25.346429,15.121429,76.287037,103.2,29.032258,17.96129,70.026786,175.7,29.593548,17.806452,71.858333,136.5,29.383871,21.603226,83.959677,83.6,23.448387,14.580645,73.467742,113.8,31.567742,19.251613,68.633333,290.8,27.258065,16.280645,70.158333,223.1,28.545161,18.387097,82.556452,282.4,30.606452,18.393333,76,72.4,30.435484,20.935484,73.060345,111.8,31.36129,19.948387,70.116667,96.5,32.596774,19.777419,62.508333,166.3,29.758065,20.445161,82.83871,86.1,22.990323,14.877419,74.580645
"18",2001-06-01,0,25.393333,11.77,82.558333,78.7,26.471429,16.375,69.5426249193676,81.3,28.612903,17.867742,79.416667,67.7,28.692857,17.571429,72.574074,101.8,27.996429,17.003571,76.288462,202.5,26.266667,19.686667,87.641667,19.3,23.48,13.306667,73.725,56,31.481481,18.651852,69.805556,68.1,26.996429,15.432143,71.990741,178.6,29.667857,18.521429,82.428571,136.1,30.257143,19.910714,77.425926,83,30.135714,19.703571,73.480769,101.2,29.892857,18.317857,77,141,31.328571,19.246429,70.865385,46.9,28.293333,18.666667,84.6,24.5,22.97,13.773333,73.958333
"19",2001-07-01,0,26.2296400204678,16.592341273368,82.7615812077522,181.3,28.312903,19.045161,69.4584808732755,147.3,25.266667,15.49,82.586207,107.2,31.022581,20.283871,75.290323,164.9,29.970968,19.283871,81.475806,170.3,26.151613,18.858065,86.104839,23.7,23.967742,11.958065,71.806452,85.1,33.948387,21.716129,74.040323,80.9,29.474194,17.541935,74.612903,184.3,28.412903,16.451613,80.112903,71.2,33.748387,20.6614643441109,72.693548,152.2,31.270968,22.116129,79.048387,252.1,30.858065,21.509677,82.072581,297.8,31.225806,21.696774,80.951613,31.4,27.6021597222016,18.2020969654772,81.2205854617045,41,23.541935,12.63871,71.298387
"20",2001-08-01,63.1,27.280645,14.548387,84.524194,202.5,24.003333,15.256667,75.7398510277724,146.7,21.093548,11.896774,83.056452,76.6,28.113333,18.033333,76.810345,236.6,26.193333,15.656667,80.405172,141.8,25.367742,18.493548,85.808333,26,25.793548,13.493548,66.919355,51,30.2,18.74,77.043103,93.5,27.583333,16.216667,79.396552,89.2,26.686667,13.173333,78.7,6.2,33.393333,19.5,68.577586,139.4,25.493333,17.6,81.598214,183.7,24.793333,16.09,86.310345,245.9,27.136667,17.29,81.172414,111.7,27.7853983298148,18.2165166122886,81.5071662909886,32.8,25.193548,14.074194,66.701613
"21",2001-09-01,0,27.183333,12.03,81.958333,0,19.4597376353252,10.5610106214415,80.5274383525725,150.1,19.223333,10.406667,83.941667,167.5,23.606452,14.922581,78.475806,184.4,22.925806,14.43871,83.387097,140.3,26.963333,19.234483,83.316667,67.8,24.89,14.21,71.55,197.8,25.48,15.083871,82.677419,150,21.770968,12.835484,87.193548,54.2,23.264516,8.8,75.233871,254.8,26.174194,15.541935,82.129032,140.4,23.809677,15.970968,84.830645,204.6,23.432258,15.048387,85.306452,189.6,24.496774,15.690323,81.209677,87.8,27.8398719209917,19.0296913144088,82.2997791130861,88.5,24.226667,14.616667,73.491667
"22",2001-10-01,25.7,24.851613,11.790323,81.596774,0,22.0529520539977,14.0692165524526,81.8729690803853,167.2,17.667742,7.993548,81.169355,231.1,20.833333,13.166667,80.858333,215,18.566667,10.158621,83.233333,95.9,28.751613,20.809677,80.830645,180.4,27.516129,15.458065,68.895161,179.8,21.493333,12.54,85.941667,26.1,22.45,11.546667,83.691667,85.1,23.58,11.576667,83.741667,1.59999999999999,27.713333,14.2,75.516667,181.4,19.789655,11.626667,84.183333,175.1,18.553333,10.453333,84.366667,102.4,20.053333,11.47,80.641667,272.9,27.303846,19.825926,85.697917,204.3,26.906452,15.958065,70.112903
"23",2001-11-01,33.8,27.9,13.222581,77.475806,205.8,17,8.496774,79.991935,190.7,20.523333,11.35,79.306452,114.5,20.374194,10.435484,80.612903,290.4,17.922581,8.729032,83.129032,3.90000000000001,31.056667,21.533333,74.783333,151.5,28.016667,17.556667,73.075,94.1,21.090323,10.587097,84.548387,71.5,19.632258,7.703226,83.709677,136.7,21.548387,9.906452,82.322581,77.7,24.286667,11.335484,78.443548,186.6,19.056667,11.1,83.572581,238.3,19.012903,9.570968,85.25,201.1,19.806452,10.732258,80.637097,504.8,29.71,22.196667,86.458333,185.2,27.4,17.956667,74.275
"24",2001-12-01,96.5,24.646667,14.2,79.45,182.6,20.287097,11.183871,74.241935,177.3,19.19,8.266667,75.775,187.1,23.283871,13.693548,75.508065,365,20.867742,10.748387,81.41129,65.4,31.374194,22.293548,76.033871,221.2,27.76129,17.858065,74.717742,144.7,25.206452,13.903226,76.443548,127,22.929032,11.093548,78.814516,25.1,21.812903,6.987097,71.701613,85.2,28.954839,15.341935,67.629032,154.6,21.906667,13.290323,82,283.8,21.653333,12.648387,81.725806,220.3,23.109677,13.496667,76.798387,178.3,30.238462,22.275,85.385417,187,26.9,18.203226,75.435484
"25",2002-01-01,78.7,31.119355,16.083871,70.258065,171.6,19.746667,9.34,70.887931,388.1,23.4,14.532258,82.33871,222.5,22.74,11.056667,69.133333,266.9,21.396667,9.686667,78.233333,241.3,29.722581,22.270968,82.024194,230.9,28.909677,18.529032,73.217742,138.9,24.226667,10.753333,73.85,158.3,21.816667,9.31,78.9,133.6,25.553333,10.78,72.191667,80.6,27.89,14.686667,65.941667,167.8,21.17,11.566667,76.683333,306.8,21.433333,10.34,81.175,278,23.16,11.633333,71.491667,313.9,31.013333,23.064516,84,284.8,28.019355,19.174194,75.41129
"26",2002-02-01,143,29.55,17.86,78.141667,417.8,23.523333,15.012903,80.008333,293,25.2,14.413333,76.458333,397,26.593548,16.658065,77.129032,578.6,24.632258,15.02,84.274194,88.1,30.871429,22.042857,75.567308,177.3,27.564286,18.032143,74.446429,395.3,28.077419,17.690323,79,196,25.796774,15.396774,79.927419,243.3,26.541935,13.548387,74.508065,28.5,32.787097,19.632258,63.701613,177.6,25.43871,17.470968,80.225806,349.8,25.658065,16.990323,81.709677,538.3,26.809677,17.470968,80.758065,153.2,31.26,22.471429,85.9,172.5,26.839286,18.6,78.866071
"27",2002-03-01,278.1,29.909677,20.123333,81.1178666446364,185.1,24.986667,15.42,73.441667,163.7,25.858065,16.174194,77.241935,220.9,27.156667,16.516667,73.008333,267.3,28.031034,15.436667,76.383333,84.4,30.664516,22.306452,79.387097,348.7,31.048387,19.222581,68.677419,205.2,29.353333,17.653333,74.041667,265.8,26.1,15.393333,69.008333,170.6,27.593333,14.586667,73.141667,268.7,30.48,18.99,73.558333,114.7,27.36,18.29,73.766667,243.4,27.9,17.7,74.3,208.6,29.046667,17.823333,72.816667,90.7,32.386667,22.767742,83.301724,326.5,30.2,19.767742,70.766129
"28",2002-04-01,403.3,30.103226,20.045161,83.58871,209.9,26.077419,16.929032,77.870968,188.8,26.570968,16.690323,75.814516,219.2,28.383871,18.383871,74.870968,451.4,28.954839,17.845161,78.693548,57.6,29.45,21.983333,81.466667,55.9,29.136667,18.333333,68.675,284,30.8,20.090323,76.225806,115,27.56129,17.358065,69.951613,177.7,28.187097,16.919355,79.217742,106.9,31.925806,20.677419,70.903226,137.2,29.041935,19.793548,75.516129,232.8,29.754839,18.854839,74.798387,345.5,30.774194,19.935484,73.354839,97.9,31.506897,21.743333,82.910714,53.5,28.68,19.16,69.983333
"29",2002-05-01,44.8,32.653571,18.689286,76.517857,166.1,27.5,17.609677,75.354839,153.6,27.021429,17.357143,77.642857,115.6,30.574194,19.083871,70.951613,184.7,30.619355,18.76129,76.459677,124.4,27.890323,20.629032,81.290323,116,25.222581,15.390323,73.66129,139.9,32.470968,19.683871,71.282258,241,26.983871,17.451613,71.725806,182.1,29.129032,16.967742,77.967742,387.8,30.009677,21.119355,80.725806,130.8,31.029032,20.722581,70.25,177.8,31.696774,19.909677,73.725806,155.6,33.364516,20.532258,69.782258,72.3,30.370968,19.941935,80.854839,93,24.941935,16.158065,73.766129
"30",2002-06-01,129.3,30.119355,18.777419,82.620968,305.8,27.742857,18.632143,79.839286,153.6,25.354839,15.235484,79.733871,220.6,29.867857,19.396429,76.339286,264,29.132143,19.064286,80.571429,167.4,26.296667,19.966667,86.783333,0.599999999999994,25.643333,14.54,69.991667,251,32.021429,20.585714,78.455357,136.7,29.171429,17.807143,71.071429,110,28.868966,16.565517,76.543103,104.3,31.6,21.192857,77.357143,199.1,31.332143,21.996429,75.205357,204.7,30.642857,20.935714,80.732143,225.7,31.385714,20.988889,74.625,67.7,29.743333,19.106667,83.766667,1.3,25.28,15.563333,68.008333
"31",2002-07-01,36.6,28.496667,16.143333,82.058333,184.7,25.945161,16.874194,80.846774,129.4,23.266667,12.303333,74.341667,237,28.358065,17.73871,78.354839,256.6,28.212903,17.36129,83.798387,133.7,26.028571,19.628571,87.040323,22.4,22.73871,11.680645,73.427419,123.7,30.264516,19.032258,79.048387,78.1,27.209677,16.012903,74.782258,120.9,28.387097,15.358065,76.822581,20.2,31.6,19.664516,69.282258,108.2,29.692308,20.373077,77.080645,342.4,28.23871,18.906452,87.91129,134.1,29.329032,19.025806,80.322581,40.7,28.303226,18.264516,83.33871,22.9,22.435484,12.622581,76.879032
"32",2002-08-01,18.1,26.041935,12.312903,82.137097,130.8,22.42,13.54,76.931034,137.5,19.622581,9.33871,71.758065,146.2,26.226667,14.583333,72.816667,146.4,25.27,13.54,78.1,117.4,26.387097,18.590323,83.427419,34.9,27.53871,14.874194,64.75,143.3,28.146667,14.38,78.833333,92.6,25.436667,12.633333,77.6,108.1,26.586667,15.93,83.141667,109.6,29.843333,17.22,70.516667,88.9,25.233333,16.263333,78.158333,190,25,14.333333,85.158333,233.1,26.743333,15.28,74.016667,80.2,29.354839,18.390323,80.169355,46.4,27.03871,15.845161,70.241935
"33",2002-09-01,0.200000000000003,27.343333,11.336667,82.233333,92.2,19.719355,10.674194,76.517241,103.2,19.856667,12.21,81.35,68.8,22.358065,11.274194,72.379032,61.1,22.874194,10.929032,77.419355,94.8,27.983333,20.166667,81.458333,67.2,24.893333,13.076667,69.533333,19,24.193548,10.277419,80.903226,28.9,21.909677,7.587097,76.129032,260,19.025806,10.416129,89.056452,46.8,25.7,12.596774,73.008065,46,23.154839,13.758065,78.653226,69.1,23.36129,12.096774,80.596774,59.1,24.080645,12.896774,70.782258,146.9,27.57,19.083333,82.625,54.8,24.57,13.743333,71.041667
"34",2002-10-01,8.7,25.267742,9.729032,80.806452,152.5,19.293333,11.706667,84.641667,104.5,19.696774,9.858065,72.137097,147.5,22.493333,13.917241,80.566667,95.9,21.9,12.62,85.425,13,29.980645,20.03871,73.806452,139.1,31.1,17.554839,62.822581,142.2,23.92,13.693333,85.766667,104.2,22.456667,10.796667,84.741667,140.5,20.873333,9.596667,85.216667,35.8,27.153333,14.086667,76.75,167,20.82,14.053333,85.916667,170.5,20.566667,12.883333,88.075,99.1,23.823333,14.746667,80.283333,45.9,30.193548,20.016129,77.798387,124.9,30.480645,18.06129,64.41129
